bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,goodreads_book_id
989097.Discworld_Companion,Discworld Companion,Discworld Companion Books,"Terry Pratchett, Stephen Briggs",3.92,"For the newcomer and old hand alike the Discworld can be a fatally confusing planet. From the great city of Ankh-Morpork, featuring a river you could skateboard across if it wasn't so knobbly, to the distant Ramtop Mountains and mysterious Counterweight Continent, the Discworld is a place where Death waits around every corner... For safety's sake, you need a guide. And here it is. Terry Pratchett and Stephen Briggs, respectively chronicler and cartographer of the Discworld, have the produced the one and only definitive guide to the flat planet - its geography, its flora and fauna, its (many) religions, its architecture and customs, and its outstanding personalities. What is a Quantum Weather Butterfly? What does Death keep on his desk? Would you drink Bearhugger's Homeopathic Sipping Whiskey? How are the kings of Ankh-Morpork different from the kings of Ankh? Everything the Discworld traveller needs to know is contained in these pages, together with useful maps and illustrations of significant places and emblems in this unique world.",English,9780575600300,"['Fantasy', 'Fiction', 'Reference', 'Humor', 'Comedy', 'Science Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Academic', 'Audiobook']",[],Paperback,First Vista Edition,477,Vista,1997,10/30/94,[],2494,"['855', '808', '649', '134', '48']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180031202l/989097.jpg,99,1,0.85,989097.0
6238142-ludivine,Ludivine,Les gens de Mogador #2,Élisabeth Barbier,3.84,"Du haut de ses seize ans Ludivine Peyrissac ne veut pas s'incliner devant le charme ravageur et les airs moqueurs de Frédéric Vernet. Pas plus que ses sentiments, la jeune fille ne peut cacher son irritation vis-à-vis du jeune maître de Mogador qui passe dans tout Tarascon pour le meilleur parti de la région. Pourquoi envisager si tôt une union alors que la fortune de Ludivine lui permettrait de vivre à sa guise ? C'est précisément cette indépendance d'esprit qui plaît à Frédéric et enchante Julia, sa mère, qui reconnaît en elle la fougue de ses jeunes années. Ludivine est accueillie à bras ouverts dans le clan Vernet et le mariage décidé. Mais sous ses dehors légers, Frédéric est un homme exigeant. Il ne se contentera pas toujours d'une jeune femme avide de plaisirs : Mogador va se charger de la transformer.",French,9782266143622,[],[],Mass Market Paperback,,708,Pocket,May 6th 2004,10/29/47,[],31,"['8', '11', '11', '1', '0']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330184836l/6238142.jpg,100,1,6.67,6238142.0
722192.The_Power_of_Two,The Power of Two,T*Witches #1,"H.B. Gilmour, Randi Reisfeld (Goodreads Author)",3.6,"Camryn and Alex are twin witches that were raised far apart by adoptive parents, each totally unaware of the existence of the other. That is, until their fourteenth year when a tragedy brings them together. Who are they? What are these scary witchy powers they've hidden from themselves and others? Why have they been brought together now? And by who?",English,9780613366106,"['Fantasy', 'Young Adult', 'Witches', 'Paranormal', 'Magic', 'Urban Fantasy', 'Childrens', 'Fiction', 'Supernatural', 'Middle Grade']",[],Hardcover,,320,Turtleback Books,May 3rd 2001,05/01/01,[],1863,"['446', '519', '654', '190', '54']",87.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328054507l/722192.jpg,95,2,,722192.0
6773700-the-midnight-hunt,The Midnight Hunt,Midnight Hunters #1,L.L. Raand,3.98,"Medic Ryon Drake has never been good at following protocol, so she doesn't think twice about rendering emergency care when a young girl's life is at stake--even if the girl is in the throes of Werefever and any sane mortali should know better. It isn't the bright shining pain of the bite or even the wrenching agonies of the fever that convinces her everything in her life has changed. It's the way she feels about the blonde with the silver-blue eyes leaning over her hospital bed when she finally wakes up. Sylvan, the Alpha of the Adirondack Timberlake Pack—the one woman Drake can't have. And the only one she wants. The first in the Midnight Hunters series.",English,9781602821408,"['Lesbian', 'LGBT', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Werewolves', 'Supernatural', 'Vampires', 'Paranormal Romance']",[],Paperback,,288,Bold Strokes Books,March 16th 2010,,[],2438,"['988', '758', '445', '159', '88']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387175669l/6773700.jpg,73,1,17.27,6773700.0
13419938-beechi,"Beechi: Bulletsu, Bombsu, Bhagavadgeete",,Keshava Rao B.S.,4.13,"Collection of Beechi's speeches, articles and incidents in his life",Kannada,9999999999999,['Humor'],[],Paperback,,206,Ankita Pustaka,2002,,[],104,"['45', '39', '12', '5', '3']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327189568l/13419938.jpg,100,1,,13419938.0
31554.A_Brief_Tour_of_Human_Consciousness,A Brief Tour of Human Consciousness: From Impostor Poodles to Purple Numbers,,V.S. Ramachandran,4.01,"How can some people come to believe that their poodle is an impostor? Or see colors in numbers? Internationally acclaimed neuroscientist, V.S. Ramachandran, now shares his unique insight into human consciousness in an entertaining, inspiring, and intellectually dazzling brief tour of the ultimate frontier—the thoughts in our heads.A Brief Tour of Human Consciousness is made up of five investigations of the greatest mysteries of the brain. The first chapter shows how amputees feel pain in limbs they no longer have as it introduces the great revolution of our age: neuroscience. The second chapter walks through the way what we see determines our thoughts, and demonstrates the counterintuitive point that believing is in fact seeing. The third chapter takes a leap beyond cutting edge science to audaciously set out a general theory of beauty, explaining why, the world over, cultures have fundamentally similar notions of what is attractive. The fourth chapter explores the bizarre world of synesthetes, people who see colors in numbers, textures in smells, sounds in sights, and flavors in sounds. Finally, V. S. Ramachandran one of the foremost brain researchers in the world today, sums up the implications of the revolution in our understanding of consciousness, to make a fascinating argument about our essential sense of self and its distributed nature.",English,9780131872783,"['Science', 'Nonfiction', 'Psychology', 'Neuroscience', 'Philosophy', 'Brain', 'Popular Science', 'Medicine', 'Biology', 'Medical']",[],Paperback,,208,Plume,July 26th 2005,December 4th 2003,[],3516,"['1411', '1124', '682', '212', '87']",91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432093693l/31554._SY475_.jpg,5,1,3.84,31554.0
21045814-the-unpredictable-consequences-of-love,The Unpredictable Consequences of Love,,Jill Mansell,3.9,"In the idyllic seaside town of St Carys, Sophie is putting the past firmly behind her.When Josh arrives in St Carys to run the family hotel, he can't understand why Sophie has zero interest in letting any man into her life. He also can't understand how he's been duped into employing Sophie's impulsive friend Tula, whose crush on him is decidedly unrequited.St Carys has more than its fair share of characters, including the charming but utterly feckless surfer Riley Bryant, who has a massive crush on Tula. Riley's aunt is superstar author Marguerite Marshall. And Marguerite has designs on Josh's grandfather...who in turn still adores his glamorous ex-wife, Dot...Just how many secrets can one seaside town keep?",English,9780755355938,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult', 'Womens Fiction', 'Audiobook', 'British Literature', 'Humor']","['Sophie Wells', 'Josh Strachan', 'Tula Kaye', 'Riley Bryant']",Paperback,,400,Headline Review,June 5th 2014,01/30/14,[],6592,"['1824', '2731', '1694', '271', '72']",95.0,"['Cornwall, England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420776248l/21045814.jpg,63,1,0.84,21045814.0
12654904-me-and-my-bitch,Me and My Bitch,,David Weaver (Goodreads Author),4.38,"What happens when a double crossed female goes to the greatest of all possible extremes to get her revenge? Absolute mayhem! This is a mind twisting, unpredictable, romantic nail biter from the same veins that brought you ""A Love Story,"" and ""Bankroll Squad!""The twists in this book are guaranteed to blow you away all the way to the last paragraph. This is that ""I didn't see that coming"" at it's very BEST!Brisk paced and will not bore you even for a minute. A winding roller coaster of events that will leave you speechless. You will not forget this story!!",,2940013346826,['Urban'],[],Kindle Edition,,160,,,09/12/11,[],456,"['290', '87', '52', '18', '9']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328317157l/12654904.jpg,179,2,,12654904.0
15760.Dark_Rivers_of_the_Heart,Dark Rivers of the Heart,,Dean Koontz (Goodreads Author),3.91,"Do you dare step through the red door? Spencer Grant had no idea what drew him to the bar with the red door. He thought he would just sit down, have a slow beer or two, and talk to a stranger. He couldn't know that it would lead to a narrow escape from a bungalow targeted by a SWAT team. Or that it would leave him a wanted man. Now he is on the run from mysterious and ruthless men. He is in love with a woman he knows next to nothing about. And he is hiding from a past he can't fully remember. On his trail is a shadowy security agency that answers to no one--including the U.S. government--and a man who considers himself a compassionate Angel of Death. But worst of all, Spencer Grant is on a collision course with inner demons he thought he'd buried years ago--inner demons that could destroy him if his enemies don't first.",English,9780553582895,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Mystery Thriller', 'Science Fiction', 'Action', 'Fantasy', 'Crime']",['Spencer Grant'],Paperback,,582,Bantam,August 1st 2000,10/30/94,['Prometheus Hall of Fame Award Nominee for Best Novel (1995)'],17494,"['5514', '6315', '4534', '885', '246']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921195l/15760.jpg,122,2,6.42,15760.0
43805.Servant_of_the_Bones,Servant of the Bones,,Anne Rice,3.73,"SERVANT OF THE BONES is Anne Rice's new electrifying novel, with a hero as mesmerising, seductive and ambivalent as the vampire Lestat. Azriel is a restless Jewish spirit, born almost 2500 years ago in Babylon, who can be called forth by whoever holds and understands the arcane mystery of the casket of golden bones he is tied to. Caught between heaven and earth, Azriel is forced to bear witness to the long and troubled history of Western civilisation, from the household of an ancient Greek philosopher and the deathbed of Alexander the Great, to the Mongolian Steppes and fourteenth century Strasbourg, where Jews were made scapegoats for the Black Death. And finally in the present, he is summoned to witness and avenge a brutal murder on Fifth Avenue. The dead woman is Esther, step-daughter of Gregory Belkin, fanatical messianic leader of a worldwide cult, the Temple of the Mind. Belkin is known to be the son of Holocaust victims, but he has a secret history which binds Azriel's fate to his. SERVANT OF THE BONES is as rich and terrifying, as sensual and violent as any novel by Anne Rice - an enthralling epic which conjures up more than two thousand years of Jewish history and penetrates the unfolding mysteries of evil, redemption, life and death.",English,9780963192561,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Vampires', 'Historical Fiction', 'Urban Fantasy', 'Historical', 'Gothic']",[],Hardcover,Deluxe Edition,416,B E Trice Pub,March 1999,10/28/96,['Locus Award Nominee for Best Horror / Dark Fantasy Novel (1997)'],28426,"['7791', '8919', '8516', '2518', '682']",89.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312931293l/43805.jpg,364,7,30.35,43805.0
22898.The_Probable_Future,The Probable Future,,Alice Hoffman (Goodreads Author),3.84,"Alice Hoffman’s most magical novel to date -- three generations of extraordinary women are driven to unite in crisis and discover the rewards of reconciliation and love. Women of the Sparrow family have unusual gifts. Elinor can detect falsehood. Her daughter, Jenny, can see people's dreams when they sleep. Granddaughter Stella has a mental window on the future -- a future that she might not want to see. In The Probable Future this vivid and intriguing cast of characters confronts a haunting past -- and a very current murder -- against the evocative backdrop of small-town New England. By turns chilling and enchanting, The Probable Future chronicles the Sparrows’s legacy as young Stella struggles to cope with her disturbing clairvoyance. Her potential to ruin or redeem becomes unbearable when one of her premonitions puts her father in jail, wrongly accused of homicide. Yet this ordeal also leads Stella to the grandmother she was forbidden to meet and to a historic family home full of talismans from her ancestors. Poignant, arresting, unsettling, The Probable Future showcases the lavish literary gifts that have made Alice Hoffman one of America’s most treasured writers.",English,9780345455918,"['Fiction', 'Magical Realism', 'Fantasy', 'Contemporary', 'Paranormal', 'Magic', 'Adult Fiction', 'Chick Lit', 'Supernatural', 'Romance']",[],Paperback,,352,Ballantine Books,June 1st 2004,02/24/03,[],13778,"['3463', '5688', '3684', '777', '166']",93.0,['Massachusetts (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499994741l/22898._SY475_.jpg,293,4,5.22,22898.0
710136.Goodbye_I_Love_You,"Goodbye, I Love You",,Carol Lynn Pearson,4.03,"Good-bye, I Love You is the true story of a wife, her homosexual husband, and a love that transcended tragedy when he came home to die.First released in hardcover in 1986, Good-bye, I Love You was the first widely acclaimed memoir of what was to become a continuing tragedy: death resulting from the AIDS virus. Since problems related to AIDS take an ever-increasing toll, the continuing popularity of Pearson's book is no surprise. It may be that no one has documented the heart-wrenching effects of homosexuality and the AIDS epidemic on the American family better than Ms. Pearson.",English,9781555179847,"['Nonfiction', 'Biography', 'Memoir', 'Religion', 'Lds', 'Biography Memoir', 'LGBT', 'Mormonism', 'Autobiography', 'Relationships']",[],Paperback,,199,Cfi,October 1st 2006,02/01/88,[],996,"['351', '396', '189', '44', '16']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413749728l/710136.jpg,100,1,12.98,710136.0
85907.Marketing_Management,Marketing Management,,"Philip Kotler, Kevin Lane Keller",4.09,This is the 12th edition of 'Marketing Management' which preserves the strengths of previous editions while introducing new material and structure to further enhance learning.,English,9780131457577,"['Business', 'Management', 'Nonfiction', 'Textbooks', 'Economics', 'Reference', 'Entrepreneurship', 'Education', 'School', 'Academic']",[],Hardcover,12th Edition,816,Prentice Hall,March 1st 2005,12/01/67,[],4660,"['2052', '1498', '738', '216', '156']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387666193l/85907.jpg,92,1,3.72,85907.0
240976.The_Book_of_Laughter_and_Forgetting,The Book of Laughter and Forgetting,,"Milan Kundera, Aaron Asher (Translator), Serena Vitale (translator)",3.99,"Rich in its stories, characters, and imaginative range, The Book of Laughter and Forgetting is the novel that brought Milan Kundera his first big international success in the late 1970's. Like all his work, it is valuable for far more than just its historical implications. In seven wonderfully integrated parts, different aspects of human existence are magnified and reduced, reordered and emphasized, newly examined, analyzed and experienced.",English,9780060932145,"['Fiction', 'Czech Literature', 'Literature', 'Philosophy', 'Classics', 'Novels', 'Short Stories', 'Literary Fiction', 'Contemporary', '20th Century']","['Mirek', 'Znedna', 'Tamina']",Paperback,,313,HarperPerennial Modern Classics,May 1st 1999,10/28/79,['Los Angeles Times Book Prize for Fiction (1984)'],40656,"['13011', '17011', '8339', '1781', '514']",94.0,['Prague (Praha) (Czech Republic)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446568718l/240976.jpg,1235,16,1.91,240976.0
22934470-the-forget-me-not-summer,The Forget-Me-Not Summer,Silver Sisters #1,Leila Howland (Goodreads Author),4.15,"A delightful story for fans of The Penderwicks and One Crazy Summer, The Forget-Me-Not Summer is bursting with fun, sun, and sisterly love.Sisters Marigold, Zinnia, and Lily Silver can’t wait for summer vacation. Twelve-year-old Marigold is hoping to get her first kiss, while Zinnia, eleven, has plenty of time on her hands and will most likely spend it in Marigold’s shadow. And though five-year-old Lily may look like an angel, she has a knack for mischief.But the sisters’ summer plans crumble when their parents send them to visit their aunt Sunny on Cape Cod. Small-town life is not what these L.A. girls had in mind, and they must adjust to sharing one room and living without a TV. Eventually, though, Aunt Sunny—along with her cheery attitude and delicious brownies—wins them over. Before they know it, the girls are cracking lobster shells at clambakes, making new friends, and even organizing a local talent show...all while learning how to band together as the strongest version of themselves: sisters.",English,9780062318695,"['Middle Grade', 'Realistic Fiction', 'Childrens', 'Fiction', 'Family', 'Young Adult', 'Juvenile', 'Contemporary', 'Coming Of Age', 'Chapter Books']",[],Hardcover,,352,HarperCollins,May 5th 2015,,[],675,"['301', '220', '121', '23', '10']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414608458l/22934470.jpg,88,1,3.63,22934470.0
17860848-last-chance-knit-stitch,Last Chance Knit & Stitch,Last Chance #6,Hope Ramsay (Goodreads Author),3.92,"Molly Canaday wishes she could repair her life as easily as she fixes cars. She was all set to open her own body shop in Last Chance when her mother ran off and left her to manage the family yarn shop instead. Now guided by the unsolicited-though well-intended-advice of the weekly knitting club, Molly works to untangle this mess. But her plan unravels when the new landlord turns out to be difficult-as well as tall, dark, and handsome. Simon Wolfe returns to quickly settle his father's estate and then leave Last Chance for good. Still wounded by a broken heart, Simon is surprised when the town's charming streets and gentle spirit bring back good memories. Soon the beautiful, strong-willed Molly sparks a powerful attraction that tempts him to break his iron-clad no-commitment rule. Can Simon and Molly find a way to share work space-and build a future together in Last Chance?",English,9781455522279,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Knitting', 'Chick Lit']",[],Paperback,,384,Forever,November 19th 2013,,[],558,"['142', '251', '145', '18', '2']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388626111l/17860848.jpg,96,1,3.30,17860848.0
13553217-falling-for-you,Falling For You,,Lisa Schroeder (Goodreads Author),3.87,"Rae's always dreamed of dating a guy like Nathan. He’s nothing like her abusive stepfather—in other words, he’s sweet. But the closer they get, the more Nathan wants of her time, of her love, of her...and the less she wants to give. As Rae’s affection for Nathan turns to fear, she leans on her friend Leo for support. With Leo, she feels lighter, happier. And possessive Nathan becomes jealous. Then a tragedy lands Rae in the ICU. Now, hovering between life and death, Rae must find the light amid the darkness…and the strength to fight for life and the love she deserves.",English,9781442443990,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'New Adult', 'Abuse', 'Contemporary Romance', 'Teen', 'Love', 'Poetry']",[],Hardcover,,355,Simon Pulse,January 1st 2013,,[],2910,"['983', '933', '706', '211', '77']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335469126l/13553217.jpg,100,1,3.14,13553217.0
22446955-rogue-s-paradise,Rogue's Paradise,Covenant of Thorns #3,Jeffe Kennedy (Goodreads Author),4.16,"Book three of Covenant of ThornsPregnant, possessed, and in love with a man I don't dare to trust—those are the consequences of the risks I took to save my life. But Faerie, the land of blood and magic, is filled with bitter ironies, and the bargains I made now threaten me and my unborn child.The darkly sensual fae noble Rogue still tempts me to danger and desire. As we await the birth of our child, I've been forced to question whether our offspring is part of a bargain Rogue once made to save himself. He can't tell me the truth due to a spell the vicious Queen Titania has him under. Would he betray our family against his will? Could I ever forgive him if he does?Rogue insists on an eternal commitment from me, even as Titania's forces close in on us. I don't know if Rogue and I can withstand her onslaught, or that of the beast within me. But I will not stop looking for answers—even if it brings the walls of Faerie crashing down.101,000 words",English,B00KV5Z7J8,"['Fantasy', 'Fae', 'Paranormal Romance', 'Urban Fantasy', 'Paranormal', 'Fantasy Romance', 'War', 'Romance', 'Supernatural']",[],Kindle Edition,,280,Carina Press,September 8th 2014,,[],207,"['89', '76', '30', '10', '2']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402304027l/22446955.jpg,94,1,,22446955.0
7628700-truthseeker,Truthseeker,Worldwalker Duology #1,C.E. Murphy (Goodreads Author),3.57,"ACROSS TWO EXTRAORDINARY WORLDS, TRUTH IS THE DEADLIEST MAGICGifted with an uncanny intuition, Lara Jansen nonetheless thinks there is nothing particularly special about her. All that changes when a handsome but mysterious man enters her quiet Boston tailor shop and reveals himself to be a prince of Faerie. What's more, Dafydd ap Caerwyn claims that Lara is a truthseeker, a person with the rare talent of being able to tell truth from falsehood. Dafydd begs Lara to help solve his brother's murder, of which Dafydd himself is the only suspect.Acting against her practical nature, Lara agrees to step through a window into another world. Caught between bitterly opposed Seelie forces and Dafydd's secrets, which are as perilous as he is irresistible, Lara finds that her abilities are increasing in unexpected and uncontrollable ways. With the fate of two worlds at stake and a malevolent entity wielding the darkest of magic, Lara and Dafydd will risk everything on a love that may be their salvation--or the most treacherous illusion of all.",English,9780345516060,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Fae', 'Magic', 'Romance', 'Paranormal Romance', 'Fiction', 'Adult', 'Fairies']",[],Paperback,,320,Del Rey Books,August 31st 2010,January 1st 2010,[],1777,"['368', '581', '578', '189', '61']",86.0,"['Boston, Massachusetts (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388819239l/7628700.jpg,45,1,5.20,7628700.0
1553928.Horrid_Henry_And_The_Abominable_Snowman,Horrid Henry And The Abominable Snowman,Horrid Henry #16,Francesca Simon,4.01,"This is a collection of four Horrid Henry tales - Horrid Henry and the abominable snowman, Horrid Henry's rainy day, Moody Margaret's makeover, and Horrid Henry's author visit.",English,9781842550700,"['Childrens', 'Audiobook', 'Fiction', 'Humor', 'Middle Grade', '2nd Grade', 'Chapter Books']",[],Paperback,,86,Orion Children's Books,October 1st 2007,,[],603,"['272', '144', '129', '37', '21']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347393895l/1553928.jpg,96,1,1.46,1553928.0
25858060-swot-for-writing-success---write-more-write-better-sell-more-books,"SWOT For Writing Success - Write More, Write Better, Sell More Books",Writer's Craft #11,Rayne Hall,4.29,"In the world of business, SWOT is used as a power tool to shoot trouble, prevent problems, produce more and increase sales.Now you can make it work for you. Use SWOT (Strengths – Weaknesses – Opportunities - Threats) to boost your writing career.  This book is all about YOU: YOUR writing career, YOUR work in progress, YOUR marketing. Instead of presenting you with a ready-made, one-size-fits-all plan, it empowers you to find your own solutions to your challenges.  If you're writing as a relaxing pastime, this book is not for you. It's a guide for published and unpublished authors of all genres who are serious about their writing career and who are willing to take a businesslike approach to pursue success.  If you're looking for a book to entertain you in your favourite armchair, you would find it a dry, confusing read – but if you engage with the assignments and apply your imagination, exciting new paths will open up for you. ",English,B00YNJUO64,"['Writing', 'Nonfiction']",[],Kindle Edition,,125,Rayne Hall,July 25th 2015,,[],14,"['6', '6', '2', '0', '0']",100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437797060l/25858060._SX318_.jpg,82,1,,25858060.0
11184799-le-r-veil,Le réveil,Le Livre de Saskia #1,Marie Pavlenko (Goodreads Author),4.05,"Saskia fête ses 18 ans et s’apprête à entrer en terminale, comme beaucoup de filles de son âge. Dans sa maison en bordure de forêt, elle mène une vie des plus ordinaires. Ordinaires, vraiment ?Si c’était le cas, pourquoi son quotidien vire-t-il au cauchemar, enchaînant phénomènes incongrus et rencontres étranges ? Quel secret recèle la pierre qu’elle porte au poignet depuis qu’elle a été trouvée aux portes d’un orphelinat, bébé ? Que lui veut Tod, mystérieux garçon qui la suit comme son ombre et ne se sépare jamais de son coutelas ? Et Mara, jeune fille froide et distante, qui parle une langue inconnue ?Peu à peu, Saskia plonge au coeur d’un monde aussi fascinant que terrifiant, peuplé de créatures ailées, de magie, de combats mortels et de prophéties troublantes. La voici embarquée dans une guerre séculaire dont elle était loin de soupçonner l’existence…",French,9782919755035,"['Young Adult', 'Fantasy', 'France', 'Urban Fantasy']",[],Hardcover,,375,Scrinéo Jeunesse,May 5th 2011,,[],239,"['90', '91', '42', '11', '5']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327237771l/11184799.jpg,61,1,5.00,11184799.0
13431658-christopher,Christopher,,David Athey (Goodreads Author),4.33,"Young Christopher Lagorio sees the grandeur of God in the vast Minnesota sky, and in its cold lakes and dark forests. When a Catholic girl introduces him to the Eucharist, Christopher falls in love with her and with the mystery of the Church, but lacks sufficient faith to convert.Haunted by the heavenly, yet born of this earth, Chris grows toward manhood seeking to discover and become worthy of the perfect girl, but yearning even more to satisfy his God-hunger.Page by page, mystery by mystery, adventure after adventure, and with ever- growing urgency, Christopher struggles to see the Light that is ever ancient and ever new, and finally to hear the Song that is beyond human language.A modern love story and a quest for the Holy Grail, Christopher is a tribute to genuine love and to the Faith that shaped the best of our Western Civilization.",English,9781933184821,"['Fiction', 'Christian Fiction']",[],Paperback,,384,Sophia Institute Press,December 20th 2011,,[],27,"['11', '14', '2', '0', '0']",100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348253205l/13431658.jpg,82,1,7.64,13431658.0
18711364-ohne-hintern-w-r-ich-sexy,Ohne Hintern wär ich sexy (German Edition),,Sandra Hausser (Goodreads Author),4.25,"Wer kennt sie nicht, die Aufregung vor einem Klassentreffen? Man hat die Mitschüler Jahre nicht gesehen und befürchtet bei der Zusammenkunft nicht den Erwartungen zu entsprechen. Auch Diana bekommt eine solche Einladung und sie setzt alle Hebel in Bewegung, um vor den Augen aller zu bestehen.",German,B00EFLTD6C,[],[],Kindle Edition,,178,neobooks Self-Publishing,October 9th 2013,,[],4,[],,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384805576l/18711364.jpg,79,1,,18711364.0
17384523-a-talent-for-trouble,A Talent for Trouble,Ladies of Distinction #3,Jen Turano (Goodreads Author),4.17,"For years, Miss Felicia Murdock's every thought and action have been in pursuit of becoming a minister's wife. When the minister she'd set her sights on has other ideas, she decides something in her life needs to change--and soon--before she wastes any more time pretending to be someone she's not. If that means spreading her wings and embracing a more lively way of life, who's to say nay?Grayson Sumner, Lord Sefton, has had his fill of spreading his wings and only hopes to settle into the life of a respectable New York gentleman. Prompted by friends to lift the spirits of the disappointed-in-love Miss Murdock, he is surprised to encounter an adventurous young lady with an unfortunate knack for stumbling into troublesome situations. Just as Grayson decides he's had quite enough of her antics, his past comes back to haunt him and his presence in Felicia's life endangers her. As they work together to extricate themselves from this latest complication, will Grayson and Felicia decide they want to spend the rest of their lives keeping each other out of trouble?",English,9780764211263,"['Romance', 'Historical Fiction', 'Christian Fiction', 'Historical', 'Historical Romance', 'Christian', 'Christian Romance', 'Clean Romance', 'Fiction', 'Christian Historical Fiction']","['Grayson Sumner', 'Felicia Murdock']",Paperback,,346,Bethany House Publishers,October 1st 2013,,[],2046,"['903', '723', '316', '80', '24']",95.0,['New York State (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361377819l/17384523.jpg,44,1,5.66,17384523.0
39809601-insincerity,Insincerity,,Richard Godwin (Goodreads Author),4.36,"Ex-military PI, Tammy Wayne, tracks serial killers for a living. With the help of her colleague Arlene, she locates a killer known as The Pimp, who killed her sister Holly.The Pimp has Tammy under surveillance, coming and going to her house as he wants, sending her Holly’s body parts. The Beekeeper, a killer that abducts women and coats them in latex before killing them, enters the story. Both killers collect body parts. Karen Sincere is married to dangerous and disturbed Micky Sincere. His obsession with bees convinces her Mickey is leading a double life as a killer. She hires Tammy, who begins tailing Micky and discovers he is gay and is involved with a gangster named Gary Krane. Karen meets the handsome Julius Gold in the exclusive Attic bar in Canary Wharf and starts an affair with him. The model Kitten Rogers, aka Ashley Greene - also having an affair with Julius - hires a detective. Ashley is convinced Julius is hiding something. The Pimp closes in, abducting Tammy, Arlene, and Ashley. Only Julius can save them - the man hiding his involvement with a gangster. A novel replete with characters leading double lives, Insincerity'ssecrets are not yielded until the final pages.",,9999999999999,"['Thriller', 'New Adult', 'Fiction', 'Contemporary', 'Adult', 'Crime', 'Young Adult', 'Novels', 'Teen', 'Mystery']",[],Kindle Edition,,,,June 8th 2018,,[],240,"['104', '119', '17', '0', '0']",100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523541359l/39809601.jpg,172,2,,39809601.0
