bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,goodreads_book_id
168568.Naked_Prey,Naked Prey,Lucas Davenport #14,John Sandford,4.22,"Lucas Davenport finds some changes — and some nasty surprises — in store, in the chilling new novel by the number-one-bestselling author.After thirteen years and thirteen Prey novels, John Sandford's writing is as fresh as ever. His last book, Mortal Prey, was ""a model of the genre"" (People) and ""the cop novel of the year"" (Kirkus Reviews). In the words of the Washington Post: ""John Sandford does everything right.""Now, in Naked Prey, he puts Lucas Davenport through some changes. His old boss, Rose Marie Roux, has moved up to the state level and taken Lucas with her, creating a special troubleshooter job for him for the cases that are too complicated or politically touchy for others to handle. In addition, Lucas is married now, and a new father, all of which is fine with him: he doesn't mind being a family man. But he is a little worried. For every bit of peace you get, you have to pay — and he's waiting for the bill.It comes in the form of two people found hanging from a tree in the woods of northern Minnesota. What makes the situation particularly sensitive is that the bodies are of a black man and a white woman, and they're naked. ""Lynching"" is the word that everybody's trying not to say — but, as Lucas begins to discover, in fact the murders are nothing like what they appear to be, and they are not the end of it. There is worse to come — much, much worse.Filled with rich characterization and exceptional drama that are his hallmarks, this is Sandford's most suspenseful novel yet. ""You know life is good when you have a new Lucas Davenport thriller to escape into,"" writes the Chicago Tribune, and Naked Prey proves it again.",English,9780743468695,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Detective', 'Suspense', 'Audiobook', 'Murder Mystery', 'Police']","['Lucas Davenport', 'Weather Karkinnen', 'Del Capslock', 'Jane Warr', 'Deon Cash', 'Letty West', 'Martha West', 'Margery Singleton', 'Loren Singleton', 'Ruth Lewis', 'Katina Lewis', 'Gene Calb']",Paperback,,455,Simon & Schuster,June 7th 2004,05/12/03,[],15936,"['6428', '6941', '2313', '206', '48']",98.0,"['United States of America', 'Minneapolis, Minnesota (United States)', 'Minnesota (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348906827l/168568.jpg,98,1,0.85,168568.0
10598752,Мне тебя обещали,,"Elchin Safarli, Эльчин Сафарли",3.61,"""Это я. Скрываться и врать, что это всего лишь образ, смешно. Вместил в эту историю непростой период своей жизни, когда время отняло меня у меня же. Говорить об утрате больно. Лучше о ней написать. Я попробовал, и сам не заметил, как вырос из нее.Невозможно заново открыть для себя красоту мира, не лишившись чего-то важного. На месте утраченного остаются пустоты бездонных оврагов. И пытаясь их заполнить, начинаешь сильнее ценить жизнь.Пусть наши утраты будут для нас испытанием, но не пыткой"".Ваш Сафарли",Russian,9785170711666,"['Romance', 'Contemporary', 'Russia', 'Romantic', 'Love Story', 'Modern']",[],Hardcover,,320,Издптельство АСТ,February 14th 2011,01/01/11,[],727,"['248', '167', '164', '80', '68']",80.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298722264l/10598752.jpg,92,1,,10598752.0
1389703.The_Lady_in_the_Van,The Lady in the Van,,Alan Bennett,3.72,"Life imitates art in The Lady in the Van, the story of the itinerant Miss Shepherd, who lived in a van in Alan Bennett's driveway from the early 1970s until her death in 1989. It is doubtful that Bennett could have made up the eccentric Miss Shepherd if he tried, but his poignant, funny but unsentimental account of their strange relationship is akin to his best fictional screen writing.Bennett concedes that ""One seldom was able to do her a good turn without some thoughts of strangulation"", but as the plastic bags build up, the years pass by and Miss Shepherd moves into Bennett's driveway, a relationship is established which defines a certain moment in late 20th-century London life which has probably gone forever. The dissenting, liberal, middle-class world of Bennett and his peers comes into hilarious but also telling collision with the world of Miss Shepherd: ""there was a gap between our social position and our social obligations. It was in this gap that Miss Shepherd (in her van) was able to live"". Bennett recounts Miss Shepherd's bizarre escapades in his inimitable style, from her letter to the Argentinean Embassy at the height of the Falklands War, to her attempts to stand for Parliament and wangle an electric wheelchair out of the Social Services. Beautifully observed, The Lady in the Van is as notable for Bennett's attempts to uncover the enigmatic history of Miss Shepherd, as it is for its amusing account of her eccentric escapades. --Jerry Brotton",English,9781861971227,"['Nonfiction', 'Short Stories', 'Memoir', 'Biography', 'Humor', 'British Literature', 'Plays', 'Contemporary', 'Autobiography', '20th Century']",[],Paperback,,96,Profile Books,March 18th 1999,01/01/99,[],8764,"['2212', '3063', '2544', '712', '233']",89.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347498783l/1389703.jpg,94,1,1.45,1389703.0
37635156-love-and-werewolves,Love and Werewolves,,Cate Farren,3.89,"A stand-alone paranormal romance novel with some steamy scenes and a very sexy wolf shifter!  Alanna, a vampire, has lived on her own in a cabin in the woods for 150 years. She prefers her solitude. One day an injured werewolf, Valko, lands on her doorstep. As she nurses him back to health she finds herself falling in love. But there are forces out there working against them, and secrets that could tear their world apart…  This paranormal romance is part of the Vampire Inheritance Saga universe, though you don’t have to have read any of those to enjoy this as this novel is a prequel. ",English,B078HPRJS7,['Paranormal'],[],Kindle Edition,,194,,December 18th 2017,,[],18,"['8', '4', '3', '2', '1']",83.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513744516l/37635156._SY475_.jpg,87,1,,37635156.0
22825544-creatures-of-a-day,Creatures of a Day: And Other Tales of Psychotherapy,,"Irvin D. Yalom, پیام یزدانی (Translator)",4.16,"""The publication of Creatures of a Day is reason to celebrate."" -- Steven Pinker In this stunning collection of stories, renowned psychiatrist Irvin D. Yalom describes his patients' struggles -- as well as his own -- to come to terms with the two great challenges of existence: how to have a meaningful life yet reckon with its inevitable end. We meet a nurse who must stifle the pain of losing her son in order to comfort her patients' pains, a newly minted psychologist whose studies damage her treasured memories of a lost friend, and a man whose rejection of psychological inquiry forces even Yalom himself into a crisis of confidence. Creatures of a Day is a radically honest statement about the difficulties of human life, but also a celebration of some of the finest fruits -- love, family, friendship -- it can offer. Marcus Aurelius has written that ""we are all creatures of a day."" With Yalom as our guide, we will find the means to make our own day not only bearable, but also meaningful and joyful.",,9780465029648,"['Psychology', 'Nonfiction', 'Philosophy', 'Short Stories', 'Memoir', 'Audiobook', 'Mental Health', 'Science', 'Social Work', 'Biography']",[],Hardcover,,215,Basic Books,February 24th 2015,10/30/15,[],6311,"['2501', '2569', '1022', '180', '39']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411605134l/22825544.jpg,98,1,12.39,22825544.0
28219253-tied-bond,Tied Bond,Holly Woods Files #4,Emma Hart (Goodreads Author),4.38,"Holly Woods is going to hell in a handbasket—but this time, Satanists aren’t to blame. Halloween is.Nonna doesn’t understand why there are skeletons and demons everywhere. Mom is threatening to stitch a devil into Nonna’s pillowcase if she doesn’t shut up. Bek is bumbling over a date with Jason, the handsome FBI agent who conveniently got himself relocated to Austin, and I… Well. I’m considering running away to a town without the crazies.Nothing new here.Everything is going smoothly—too smoothly—and I can’t shake the feeling that something is about to happen. Drake insists I’m being paranoid… But when a body turns up at the Holly Woods Halloween party, we have a whole lot more than a murderer to worry about.Because the prime suspect is his mom.And it’s my job to prove she’s innocent.",English,B019E911M8,"['Romance', 'Contemporary', 'Mystery', 'Contemporary Romance', 'Humor', 'Suspense', 'Crime', 'Romantic Suspense', 'Adult', 'New Adult']",[],Kindle Edition,,252,,February 25th 2016,,[],1436,"['753', '502', '155', '25', '1']",98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450444962l/28219253._SY475_.jpg,77,1,,28219253.0
23245664-your-husband-my-man-3,Your Husband My Man 3,,K.C. Blaze (Goodreads Author),4.46,Things are heating up with Misha and Tori Carter as they decide the fate of their marriage. Lauren isn't done with married men and will go all out in one extreme attempt to save face. Though her one real love may be standing in her face the entire time. Will The Carter's find closure and finally have the complete family they always wanted? Will Lauren realize a man of her own is just a stones throw away?,English,B00NLYZZ3Y,[],[],Kindle Edition,,200,True Glory Publications,October 17th 2014,10/14/14,[],327,"['206', '73', '42', '4', '2']",98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410982699l/23245664.jpg,98,1,,23245664.0
7811961-the-melancholy-of-suzumiya-haruhi-chan,"The Melancholy of Suzumiya Haruhi-chan: The Untold Adventures of the SOS Brigade, Vol. 01",The Melancholy of Suzumiya Haruhi-Chan #1,"Nagaru Tanigawa, PUYO (Illustrator)",3.94,If you thought the SOS Brigade's adventures couldn't get any more outrageous...you've never met Haruhi-chan! Nagato has gone otaku! Asakura is her pint-size prisoner/plaything! Mikuru's so cute she turns into a sheep! You'll find plenty of gags and guffaws as Haruhi dives into the world of four-panel and short comics!!,English,9780316089579,"['Manga', 'Comedy', 'Humor', 'Comics Manga', 'Slice Of Life', 'Fantasy', 'Graphic Novels']",[],Paperback,,159,Yen Press,October 26th 2010,2008,[],248,"['104', '56', '60', '24', '4']",89.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388343084l/7811961.jpg,2,1,1.45,7811961.0
81196.Atheist_Manifesto,"Atheist Manifesto: The Case Against Christianity, Judaism, and Islam",,"Michel Onfray, Jeremy Leggatt (Translator)",3.78,"This tightly argued, hugely controversial work convincingly demonstrates how the world's three major monotheistic religions-Christianity, Judaism, and Islam-have attempted to suppress knowledge, science, pleasure, and desire, often condemning nonbelievers to death. If Nietzsche proclaimed the ""Death of God,"" Onfray starts from the premise that not only is God still very much alive, but increasingly controlled by fundamentalists who pose a danger to the human race. Documenting the ravages from religious intolerance over the centuries, the author makes a strong case against the three religions for demanding faith, belief, obedience and submission, and for extolling the ""next life"" at the expense of the here and now. Not since Nietzsche has a work so groundbreaking and explosive appeared to question the role of the world's dominant religions.",English,9781559708203,"['Philosophy', 'Religion', 'Nonfiction', 'Atheism', 'France', 'History', 'Science', 'Islam', 'Theology', 'Politics']",[],Hardcover,,240,Arcade Publishing,January 10th 2007,01/26/05,[],3385,"['1141', '991', '786', '300', '167']",86.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921358l/81196.jpg,179,2,6.96,81196.0
23008726-map-to-the-stars,Map to the Stars,,Jen Malone (Goodreads Author),3.68,"Author Jen Malone draws on her real-life experiences as a movie studio publicist to bring you an insider peek at love, Hollywood-style. The California dream was supposed to give seventeen-year-old Annie Shelton a fresh start far removed from her dad’s unusual betrayal. But when things don’t go according to plan in La La Land, Annie’s mom snags a last-minute gig as makeup artist to a teen movie idol and finagles a spot for her daughter on his European promotional tour.Down-to-earth Annie would rather fangirl architectural sights than an arrogant A-lister. That is, until behind-the-scenes Graham Cabot turns out to be more sweetly vulnerable than she could have imagined. Too bad falling for a poster boy isn’t all red carpets and star treatment, especially when you factor in obnoxious fans, an overprotective assistant, a stage mom/manager, and a beefy bodyguard.But it isn’t until the paparazzi make an appearance that things get really sticky…",English,B00PFXLEU2,"['Young Adult', 'Contemporary', 'Romance', 'Young Adult Contemporary', 'Young Adult Romance', 'Travel', 'Contemporary Romance', 'Fiction', 'Humor', 'Chick Lit']",[],Kindle Edition,,241,HarperCollins/HarperImpulse,July 14th 2015,,[],1370,"['331', '465', '416', '115', '43']",88.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431000793l/23008726.jpg,54,1,,23008726.0
167403.The_Innocent,The Innocent,War of the Roses #1,Posie Graeme-Evans (Goodreads Author),3.8,"The year is 1450, a dangerous time in medieval Britain. Civil unrest is at its peak and the legitimacy of the royal family is suspect. Meanwhile, deep in the forests of western England, a baby is born. Powerful forces plot to kill both mother and child, but somehow the newborn girl survives. Her name is Anne.  Fifteen years later, England emerges into a fragile but hopeful new age, with the charismatic young King Edward IV on the throne. Anne, now a young peasant girl, joins the household of a wealthy London merchant. Her unusual beauty provokes jealousy, lust, and intrigue, but Anne has a special quality that saves her: a vast knowledge of healing herbs. News of her extraordinary gift spreads, and she is called upon to save the ailing queen. Soon after, Anne is moved into the palace, where she finds her destiny with the man who will become the greatest love of her life -- the king himself.",English,9780743272223,"['Historical Fiction', 'Historical', 'Fiction', 'Romance', 'British Literature', 'Medieval', 'Historical Romance', 'Tudor Period', '15th Century', 'Own']","['Deborah Portman', 'Anne De Bohun', 'Margaret & Piers Cuttifer', 'Aveline', 'Jehanne', 'Elizabeth Woodville', 'Richard III of England', 'Edward IV of England', 'Matthew, Earl of Wallingford']",Paperback,,406,Atria Books,June 14th 2005,01/01/04,[],2357,"['680', '843', '595', '166', '73']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422645735l/167403.jpg,81,1,5.20,167403.0
3802330-billy-s-log-the-hilarious-diary-of-one-man-s-struggle-with-life-lager,"Billy's Log. The Hilarious Diary of One Man's Struggle With Life, Lager and the Female Race",,Dougie Brimson (Goodreads Author),3.92,"Bridget Jones's Diary... for lads!For Billy Ellis, life is one series of disasters after another. His haemorrhoids have just cost him promotion, his new boss is threatening to move in next door, and on the very occasions he need a condom, he can’t even buy a packet without almost getting arrested. As if that wasn’t bad enough, he’s suddenly woken up to the fact that he’s almost thirty, still single and has the looks that give a new meaning to the word ‘average’.But at the end of last year, as always, Billy read his ‘Log of Life’ and vowed to make things better.And this year, he succeeded. Eventually.Billy’s Log reveals the frustrations of life for a single male and the never-ending battle to understand the workings of the female mind.",English,9780747263869,[],[],Paperback,,288,Headline,October 5th 2000,,[],225,"['78', '77', '50', '13', '7']",91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266938162l/3802330.jpg,78,1,1.79,3802330.0
1711689.2586_Krok_w,2586 Kroków,Światy Pilipiuka #1,Andrzej Pilipiuk,3.78,"I znowu odliczamy 2586 kroków... Tylko tyle. I aż tyle. Opowiadanie po opowiadaniu.To już V wydanie antologii, w nowej okładce, bez Wędrowycza, za to ze znakiem firmowym Pilipiuka w postaci niepowtarzalnego humoru i zdumiewających pomysłów. Czternaście historii, z których wieje grozą i mrocznym nastrojem. Odliczmy więc 2586 kroków...I krok: To jedna z najlepszych polskich antologii. Bardzo dobrze, lekko napisana, pełna świetnych pomysłów, ciekawa i świeża. Obowiązkowa rzecz na każdej półce. (Tomasz Kleta, Avatarae)II krok: 14 opowiadań zebranych w 1 książce to 13 różnych bohaterów, 14 niesamowitych historii, 14świetnych pomysłów i kilka godzin ciekawej lektury. (Piotr 'Szarik' Iwanicki, Playback)III krok: Najlepsze ze zbioru - tytułowe 2586 kroków i Wieczorne dzwony — to najdojrzalsze i najlepiej dopracowane opowiadania grozy, urzekające mrocznym nastrojem, bazującym na lęku przed chorobą, godne porównań do klimatów twórczości E. A. Poe. (Małgorzata Koczańska, Fahrenheit)Dalej liczcie już sami...Spis treści:„2586 kroków”„Samolot z dalekiego kraju”„Wieczorne dzwony”„Parszywe czasy”„Szansa”„Mars 1899”„W moim bloku straszy”„Atomowa ruletka”„Wiedźma Monika”„Griszka”„Bardzo obcy kapitał”„Vlana”„Szambo”„Strefa”",Polish,9788389011565,"['Fantasy', 'Polish Literature', 'Fiction', 'Science Fiction', 'Horror', 'Short Stories', 'Poland', 'Urban Fantasy', 'Audiobook', 'Mine']",['Dr Paweł Skórzewski'],Paperback,,528,Fabryka Słów,April 5th 2005,,[],1425,"['344', '574', '380', '102', '25']",91.0,['Poland'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1209889717l/1711689.jpg,96,1,41.33,1711689.0
3396208-dragonstorm,Dragonstorm,The Ultimate Dragon Saga #2,Graham Edwards (Goodreads Author),3.81,"In this, the second book of the ""Ultimate Dragon Saga"", Fortune has turned his attention to freeing those dragons frozen in time at Aether's Cross during the battle with the Charmed. However, it is a period of chaos and the land folds itself and obliterates all sign of Aether's Cross.",English,9780006480228,"['Fantasy', 'Dragons']",[],Paperback,,440,HarperCollins Publishers,September 2nd 1996,,[],70,"['18', '25', '23', '4', '0']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327156816l/3396208.jpg,72,1,0.84,3396208.0
1549791.A_Personal_Record,A Personal Record,,Joseph Conrad,3.63,"A Personal Record (1912) both documents and fictionalizes Joseph Conrad's early life and the opening stages of his careers as a writer and as a seaman. It is also an artistic and political manifesto. The introduction traces Conrad's sources and gives the history of writing and reception. The essay on the text and the apparatus set out the textual history. The notes explain literary and historical references, identify places, and gloss foreign terms. Four maps and a genealogical table supplement this explanatory material. This edition of A Personal Record, established through modern textual scholarship, presents Conrad's reminiscences and the volume's two prefaces in forms more authoritative than any so far printed.",English,9781548719777,"['Biography', 'Travel', 'Classics', 'Nonfiction', 'History', 'Memoir']",[],Paperback,,92,CreateSpace Independent Publishing Platform,2017,11/06/12,[],107,"['25', '31', '38', '12', '1']",88.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500296264l/1549791._SY475_.jpg,58,1,,1549791.0
7796661-twilight-sunset,Twilight & Sunset,Warriors: The New Prophecy #5-6,Erin Hunter,4.7,,English,9780061698903,['Cats'],[],Hardcover,Collection 6,622,HarperCollins,2007,,[],653,"['520', '82', '44', '5', '2']",99.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527129649l/7796661._SX318_.jpg,54,1,5.56,7796661.0
5056084-wings,Wings,Wings #1,Aprilynne Pike,3.75,"Laurel was mesmerized, staring at the pale things with wide eyes. They were terrifyingly beautiful—too beautiful for words.Laurel turned to the mirror again, her eyes on the hovering petals that floated beside her head. They looked almost like wings.In this extraordinary tale of magic and intrigue, romance and danger, everything you thought you knew about faeries will be changed forever.",English,9780061668036,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fairies', 'Fae', 'Fiction', 'Magic', 'Urban Fantasy', 'Paranormal Romance']","['Laurel Sewell', 'David Lawson', 'Tamani']",Hardcover,1st Edition,290,HarperTeen,May 5th 2009,,"[""Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2009)""]",74133,"['23479', '22130', '18289', '6890', '3345']",86.0,"['Crescent City, California (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327983077l/5056084.jpg,7702,98,2.82,5056084.0
762821.A_Sentimental_Journey,A Sentimental Journey,,"Laurence Sterne, Paul Goring (Editor, Introduction)",3.36,"A furiously witty response to Tobias Smollett's curmudgeonly 'Travels through France and Italy', Laurence Sterne's A Sentimental Journey through France and Italy became a hugely influential work of travel writing in its own right. This Penguin Classics edition includes an introduction and notes by Paul Goring.When Yorick, the roving narrator of Sterne's innovative final novel, sets off for France on a whim, he produces no ordinary travelogue. Jolting along in his coach from Calais, through Paris, and on towards the Italian border, the amiable parson is blithely unconcerned by famous views or monuments, but he engages us with tales of his encounters with all manner of people, from counts and noblewomen to beggars and chambermaids. And as drama piles upon drama, anecdote, flirtation and digression, Yorick's destination takes second place to an exhilarating voyage of emotional and erotic exploration. Interweaving sharp wit with warm humour and irony with genuine feeling, A Sentimental Journey paints a captivating picture of an Englishman's adventures abroad.In his introduction, Paul Goring discusses Sterne's literary career and his semi-autobiographical depiction of Yorick, and sets the novel within the context of eighteenth-century travel writing and the vogue of sentimental fiction. This edition also includes a chronology, updated further reading and notes.Laurence Sterne (1713-1768) graduated from Cambridge in 1737 and took holy orders, becoming a prebend in York Cathedral. His masterpiece, The Life and Opinions of Tristram Shandy, Gentleman made him a celebrity but ill-health necessitated recuperative travel and A Sentimental Journey grew out of a seven-month trip through France and Italy. He died the year it was published, 1768.If you enjoyed A Sentimental Journey, you might like Sterne's The Life and Opinions of Tristram Shandy, Gentleman, also available in Penguin Classics.",English,9780140437799,"['Classics', 'Fiction', 'Travel', '18th Century', 'Literature', 'British Literature', 'English Literature', 'Novels', 'France', 'Humor']",[],Paperback,,134,Penguin Classics,November 29th 2001,10/30/68,[],5274,"['1058', '1343', '1683', '828', '362']",77.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311644377l/762821.jpg,163,2,3.15,762821.0
198331.Valhalla_Rising,Valhalla Rising,Dirk Pitt #16,Clive Cussler,3.94,"Marine explorer Dirk Pitt must rely on the nautical lore of Jules Verne to stop a ruthless oil baron with his sights set on political power in this #1 New York Times-bestselling series.In the middle of its maiden voyage, a luxury cruise ship using revolutionary new engines suddenly catches fire and sinks. Its alarms stay silent; its sprinkler system remains inactive. Nearby NUMA special projects director Dirk Pitt notices smoke and races to the rescue. He's too late to save the engineer behind the ship's new technology, but helps the man's daughter, Kelly Egan, escape with her father's work in a leather briefcase.While Ms. Egan strives to uncover the hidden value in her father's inventions, Pitt is hired on by maritime insurers to investigate the wreckage. Neither are prepared for the mechanical marvels they'll soon be forced to confront. The machines could only be the stuff of legend, described in the tales of Viking explorers or the accounts of Jules Verne. And they may be Pitt and Egan's only hope when an oil tycoon with a plan of his own appears on the scene.Before journey's end, Pitt will take on a power-mad millionaire, tread upon territory previously known only to Verne's illustrious Captain Nemo, and make shocking discoveries about his own past.",English,9780425204047,"['Fiction', 'Adventure', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Mystery Thriller', 'Historical Fiction', 'Audiobook', 'Adult']",['Dirk Pitt'],Paperback,,528,G.P. Putnam's Sons,October 26th 2004,10/26/01,[],21702,"['6445', '8761', '5500', '794', '202']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405182792l/198331.jpg,93,1,3.33,198331.0
615921.Halo,Halo: First Strike,Halo #3,Eric S. Nylund (Goodreads Author),4.14,"
  The Human-Covenant war rages on as the alien juggernaut sweeps inexorably toward its final goal: destruction of all human life!
Halo has been destroyed, and the threat it posed to sentient life, neutralized. But victory has come at a terrible cost for the UNSC. Thousands of valiant soldiers fell in the battle to prevent the alien construct from falling into the enemy’s clutches. Now, everything depends on the Spartan known as the “Master Chief.” Yet even with the aid of the artificial intelligence Cortana, the Master Chief will be hard-pressed to rescue survivors and evade the Covenant ships patrolling the remains of Halo in debris-strewn space. Ahead lies a dangerous voyage home, through a gauntlet of Covenant forces. For the sake of all, the Master Chief and his war-torn squad must not only survive, but take the fight to the enemy with a decisive first strike.This novel is based on a Mature-rated video game.Bungie, Halo, Xbox, the Microsoft Game Studios logo and the Xbox Logos are registered trademarks or trademarks of Microsoft Corporation in the United States and/or other countries. Used under license. © 2003 Microsoft Corporation. All Rights Reserved.",English,9780345467812,"['Science Fiction', 'Fiction', 'Video Games', 'Novels', 'Fantasy', 'Military Fiction', 'Science Fiction Fantasy', 'Space', 'War', 'Games']",[],Paperback,,352,Del Rey,December 18th 2007,10/30/03,[],12918,"['5200', '4899', '2351', '402', '66']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320418133l/615921.jpg,96,1,3.08,615921.0
53483124-a-flower-reborn,A Flower Reborn,,Kirstin Graham (Goodreads Author),5.0,"""Even in the worst circumstances, a flower can be reborn with the right love and care.""Azalea never thought she'd find someone who could relate to her after everything that had happened until she met Tabby, a pale-skinned young woman with bleach blonde hair, a gorgeous smile and a similar attitude to the world at a group counselling retreat for teens.As their friendship grows more, their worlds start to crumble around them. Can they both survive living a normal life after all they've been through by standing together, or will the pain of their pasts be their end?",English,B08818Z7VB,[],[],Kindle Edition,,,,July 3rd 2020,,[],2,[],100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590416783l/53483124._SX318_.jpg,97,1,,53483124.0
16008876-the-charmed,The Charmed,The Charmed Trilogy #1,Christine Wenrick (Goodreads Author),4.02,"In The Charmed—Book One of The Charmed Trilogy—Olivia Ann Greyson sees only one future for herself—to compose and perform the music she has loved since she was a child. But that future changes in an instant when a commuter train taking her to the city crashes and is attacked by, unbelievably, a coven of vampires! As the rabid creatures feed their thirst on the surviving passengers, Olivia is spared from an unthinkable fate because of the intervention of another vampire—Caleb Wolfe, a figure from her past who, for reasons he doesn’t understand himself, would do anything to protect her.After one familiar touch, Olivia recognizes the man behind the vampire. Soon love, and a powerful supernatural connection, begins to grow between them. But with that connection Olivia starts to notice startling changes happening within herself, and violent events make it clear that the vampire coven which wanted her the night of the train crash won’t stop until they have her.Time is running out for Olivia and Caleb to discover why all this is happening. And the answers they find may painfully tear their new love apart.",English,B0092GJGGC,"['Paranormal Romance', 'Vampires', 'Paranormal']",[],Kindle Edition,First,306,Red Tree House Publishing,August 29th 2012,,[],97,"['40', '34', '13', '5', '5']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347690758l/16008876.jpg,71,1,,16008876.0
93743.Princess_Lessons,Princess Lessons,The Princess Diaries,"Meg Cabot (Goodreads Author), Chesley McLaren (Illustrations)",3.53,"ALL YOU NEED TO KNOW TO BE A PRINCESS --


OR


JUST LIVE LIKE ONE


Compiled by
MIA THERMOPOLIS
aka
Princess
Amelia
Mignonette
Grimaldi
Thermopolis
Renaldo
of Genovia
",English,9780060526771,"['Young Adult', 'Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Teen', 'Humor', 'Childrens', 'Middle Grade', 'Princesses']",[],Hardcover,,144,HarperTeen,March 25th 2003,01/01/03,[],6916,"['1714', '1608', '2488', '868', '238']",84.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348583918l/93743.jpg,75,1,2.33,93743.0
114511.A_Sport_and_a_Pastime,A Sport and a Pastime,,"James Salter, Reynolds Price (Introduction)",3.69,"""As nearly perfect as any American fiction I know,"" is how Reynolds Price (The New York Times) described this classic that has been a favorite of readers, both here and in Europe, for almost forty years. Set in provincial France in the 1960s, it is the intensely carnal story—part shocking reality, part feverish dream —of a love affair between a footloose Yale dropout and a young French girl. There is the seen and the unseen—and pages that burn bright with a rare intensity.",English,9780374530501,"['Fiction', 'Classics', 'Novels', 'Literature', 'France', 'Erotica', 'Literary Fiction', 'Romance', 'American', 'The United States Of America']","['Philip Dean', 'Anne-Marie']",Paperback,,185,"Farrar, Straus and Giroux",August 22nd 2006,10/30/67,[],7808,"['1956', '2768', '2049', '802', '233']",87.0,['France'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316729107l/114511.jpg,99,1,8.94,114511.0
27246123-the-thing-about-love,The Thing About Love,,Julie James (Goodreads Author),3.93,"Two undercover FBI agents can hide who they are from everyone but each other in the latest novel from the New York Times bestselling author of Suddenly One Summer. FBI agents Jessica Harlow and John Shepherd have a past. The former lawyer and cocky Army ranger clashed during their training at Quantico, gladly going their separate ways after graduating from the Academy. Six years later, the last thing either of them expects is to run into each other again–assigned to work as partners in a high-profile undercover sting.For both of them, being paired with a former rival couldn’t come at a worse time. Recently divorced from a Hollywood producer and looking for a fresh start, Jessica is eager to prove herself at her new field office. And John is just one case away from his dream assignment to the FBI’s elite Hostage Rescue Team. In order to nail a corrupt Florida politician, they’ll have to find a way to work as a team–a task that becomes even trickier when they’re forced to hole up at a romantic, beachfront resort as part of the investigation. Suddenly, the heat behind their nonstop sparring threatens to make the job a whole lot more complicated. . .",English,9780425273777,"['Romance', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Adult', 'Fiction', 'Romantic Suspense', 'Audiobook', 'Suspense', 'Humor']","['John Shepherd', 'Jessica Harlow']",Paperback,,373,Berkley,April 18th 2017,,[],9011,"['2622', '3756', '2093', '432', '108']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467222882l/27246123._SY475_.jpg,99,1,5.22,27246123.0
